# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
0.125 0.75 3.3804666613041165355745526235030102429890e-10 1 3 10 1 6 289
2.5000000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 5.6647360785595215574651081964253906964046e-10 1 3 13 1 6 286
2.5000000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 -2.9547451629695324953738710207801643897740e-10 1 3 14 1 6 285
2.5000000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 1.5376828554484195821413768188318238472334e-09 1 3 15 1 6 284
2.5000000000000000000000000000000000000000e-01 7.3437500000000000000000000000000000000000e-01 7.0733371587730422355094041182753741847655e-10 1 3 16 1 6 283
1.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 2.0805275067545515653098579062304672102068e-10 1 5 37 1 4 88
1.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -9.4380612891564508632762214835297542858683e-09 1 5 38 1 4 87
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.7934594767304230244271073237137615687087e-167 0 2 0 0 2 0
1.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 -4.3406190133623169132623043271236584761397e-09 1 5 39 1 4 86
1.8750000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 1.8722587635500670379203943399521598012214e-09 1 5 40 1 4 85
1.2500000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -2.3692087400959469560043940880025240686146e-10 1 5 26 1 5 159
2.1875000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 1.0691010635576331384713994019242805366687e-08 1 5 43 1 4 82
2.1875000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 4.4144146777442813054910877856862327917042e-08 1 5 44 1 4 81
2.1875000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 9.6725706749827963337990088506582186944627e-09 1 5 45 1 4 80
2.1875000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -4.4931180888923297428282625136722328029748e-09 1 5 46 1 4 79
1.7187500000000000000000000000000000000000e-01 8.2812500000000000000000000000000000000000e-01 2.6465082000964874538109013794265778757309e-10 1 5 30 1 5 155
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.3877426604389209200579192768410343599354e-166 0 2 0 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.7335165685736781671527392879042740061920e-165 0 2 1 0 2 0
1.5625000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 -1.7067715751143107527390240166892919349007e-09 1 5 32 1 5 153
2.5000000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -4.5301095965931931199141655723053746102069e-10 1 5 50 1 4 75
1.5625000000000000000000000000000000000000e-01 7.8125000000000000000000000000000000000000e-01 -9.3539231473536329822376307786694141221950e-10 1 5 33 1 5 152
2.5000000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 3.2235578093215509561708239733230155210641e-09 1 5 51 1 4 74
2.0312500000000000000000000000000000000000e-01 7.9687500000000000000000000000000000000000e-01 6.3694037254027442066610941210583890503827e-10 1 5 35 1 5 150
2.0312500000000000000000000000000000000000e-01 7.9687500000000000000000000000000000000000e-01 3.3602860477082404505419916247678166487667e-10 1 5 36 1 5 149
1.8750000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -8.7255757240906464947175736357487009497991e-10 1 5 38 1 5 147
1.8750000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -6.3779103295212640237410220062411712882433e-10 1 5 39 1 5 146
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.6109957964347705405658667032366296796824e-166 0 2 0 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.2290712741497704738673638016130344147578e-164 0 2 1 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.5197471591802410838745320001862035283917e-165 0 2 2 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.7311714861835166378317937512299225458470e-166 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.0947008245195246864496998353674258687687e-164 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.0499637328626980169049324712726310055707e-164 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1546639454052840502892605478394371727438e-165 0 2 3 0 2 0
1.2500000000000000000000000000000000000000e-01 8.5546875000000000000000000000000000000000e-01 7.8917345397812450168326082414888000826636e-10 0 2 1 1 7 653
1.2500000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 9.0053410959759100274726748491457839485008e-10 0 2 2 1 7 652
1.2500000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 -1.7397911880741030628223654487746543950699e-09 0 2 3 1 7 651
1.2500000000000000000000000000000000000000e-01 8.4375000000000000000000000000000000000000e-01 5.0889214577374787660865263709108335943299e-10 0 2 4 1 7 650
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.9000187289088406576535586795579963474982e-166 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4351152909804898782326253322023800313958e-164 0 2 1 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.9515927243934950038457262707704498397238e-164 0 2 2 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.6195834712894194800309612795726170954989e-164 0 2 3 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2499701493338229355659087067316386058972e-165 0 2 4 0 2 0
2.5000000000000000000000000000000000000000e-01 8.3593750000000000000000000000000000000000e-01 1.6158916349324241357830332817269169964902e-09 0 2 9 1 7 645
2.5000000000000000000000000000000000000000e-01 8.3593750000000000000000000000000000000000e-01 5.5553899788870794578552001624638378984855e-10 0 2 10 1 7 644
2.5000000000000000000000000000000000000000e-01 8.3593750000000000000000000000000000000000e-01 -1.0024840305198300737635878785098189625025e-09 1 2 7 1 7 643
2.5000000000000000000000000000000000000000e-01 8.3984375000000000000000000000000000000000e-01 1.9941491884073721897143021959501740791865e-10 1 2 9 1 7 641
2.5000000000000000000000000000000000000000e-01 8.2812500000000000000000000000000000000000e-01 -1.2349590751879482134059120752053555214456e-09 1 2 10 1 7 640
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2166189034947110467324972533559737132904e-167 0 2 0 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -6.8667547428533862787521594434472971958759e-53 0 2 0 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.8612895771949370328856478373412979493254e-164 0 2 1 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.0552264269109034439807355820046871737991e-164 0 2 2 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.1138934027997312091480255061323229900532e-164 0 2 3 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.1658136015809822420382265019599659644284e-164 0 2 4 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.4385168839763728098928129052452024740401e-169 0 2 5 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2167484534797714033913125259698706367411e-167 1 2 1 0 2 0
2.5000000000000000000000000000000000000000e-01 8.2421875000000000000000000000000000000000e-01 2.3374636779944552815350246262370362271277e-10 1 3 13 1 7 629
2.5000000000000000000000000000000000000000e-01 8.1250000000000000000000000000000000000000e-01 -2.8287905720702591225507155410653047089564e-10 1 3 15 1 7 627
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.1827979631851841681182507927362167189698e-167 0 2 0 1 2 2
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.3332227540965520337346853941455411195758e-52 0 2 0 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.5198549042296158736542768088938545480467e-166 0 2 1 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -6.5925254678895751584529663429819585182339e-51 0 2 1 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.5005516627374788518281774990349325913216e-164 0 2 2 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.6904922734060912940547862432384532499426e-164 0 2 3 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1027058695009856955781691395681096246553e-164 0 2 4 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.8794209688267166823703445082488548727299e-167 1 2 1 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.2672114888482147178057877634783719711354e-168 0 2 5 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -4.1846869409905894818439352404370437334634e-167 1 2 2 0 2 0
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 8.2752927700037201602349992232475982444480e-169 0 2 6 0 2 0
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -7.6448050600347349765581422237877865821159e-53 0 2 0 0 2 7
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0942833047656533671989761704060298016267e-166 0 2 0 1 2 3
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 8.3174665825730226598245161944039719616504e-51 0 2 1 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2646428894306472739033748724578478972764e-165 0 2 1 1 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 5.3423005106757755554557305188024274750564e-166 0 2 2 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 6.2229690582178372088561845947603012575190e-51 0 2 2 0 2 5
1.5625000000000000000000000000000000000000e-01 8.7500000000000000000000000000000000000000e-01 8.9190511099628994085709903505963282166480e-10 1 6 61 1 2 24
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.8059132094479362075722244895625798249679e-164 0 2 3 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0022946459188959173922457252335561168297e-164 0 2 4 0 2 3
1.5625000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 -4.5882808976930582855975906898717692206091e-09 1 6 63 1 2 22
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4017903171964018526702139807664952355865e-166 1 2 1 0 2 2
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.0483486809075924462960443333591285208584e-167 0 2 5 0 2 2
1.5625000000000000000000000000000000000000e-01 7.5000000000000000000000000000000000000000e-01 3.3426720080804794709741068316558032513797e-09 1 6 64 1 2 21
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.4725488131981887664999320188394227031724e-166 1 2 2 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0015897442494771688486329732253522484500e-167 0 2 6 0 2 1
