# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
0.125 0.125 4.6757115729753741691564350370366587659555e-39 0 2 0 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.7107635455031668063863891101088619877232e-37 0 2 0 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.4805880091302660641729776118306103907170e-38 0 2 1 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.4841711952359598774365400753123352103333e-37 0 2 0 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.3564465743534848966622612309856745858750e-36 0 2 1 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.7426538767770043443859399523812467962923e-38 0 2 2 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1191919231020541339147599756967656107668e-37 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.1670847497732066024118719270303486416937e-36 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.2251951261030745863817369697141715137482e-36 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.8932194235043387323941485470851306811191e-38 0 2 3 0 2 0
4.9609375000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 3.8476991580106842287518758574053207022203e-10 1 7 377 1 3 15
4.9218750000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.4409547232962293014980238290594690558910e-10 1 7 379 1 3 13
5.0000000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -5.8905196105203300676592996512289691912745e-10 1 6 195 1 4 28
5.0000000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -3.3148590394134547384813533977339795183470e-10 1 6 196 1 4 27
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.2311170093757845835205885648041495926431e-37 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.6777690222667818065691833522728886870551e-36 0 2 1 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -5.1042548254151122896261247853868101025384e-36 0 2 2 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.5149684733025282084691652103740837498666e-36 0 2 3 0 2 1
5.1562500000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 -3.2871983578486594769467665915776109775148e-10 1 6 201 1 4 22
5.0000000000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 2.9002586390168769331798014265370432712698e-10 1 7 387 1 3 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.9657509233151812373150900592961077839823e-38 0 2 4 0 2 0
5.3906250000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 -2.2604692070094332866978564431335863016415e-10 1 6 203 1 4 20
5.0781250000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.1850245807238977044603615282119743468137e-09 1 7 391 1 2 9
5.0781250000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -6.1855105409861320540274948155332057631028e-09 1 7 393 1 2 7
5.0781250000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.6979035437923224397956689668033603002328e-09 1 7 394 0 2 10
5.1953125000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -2.2588963307746684103775902560358804227469e-09 1 7 395 0 2 9
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.1868677226592972418074181593854478787416e-39 0 2 0 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 4.5958265639085104096709443724801174151235e-41 0 2 0 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.2093888940399950992538906327476943050029e-36 0 2 1 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.2022490738263975667331380846217299575051e-36 0 2 2 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.1674042468227054305930669121239332146323e-36 0 2 3 0 2 2
5.1562500000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 6.7686324719583402411151757944833551317032e-10 1 7 400 0 2 4
