# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
0.75 0.21484375 2.3441890199254622647181080358192405144191e-10 0 2 22 1 7 161
7.5000000000000000000000000000000000000000e-01 2.0312500000000000000000000000000000000000e-01 8.0693433526911949050818010422412088211708e-10 1 2 19 1 7 160
7.5000000000000000000000000000000000000000e-01 2.0312500000000000000000000000000000000000e-01 5.1993903095685154070273144093737582860371e-09 1 2 20 1 7 159
7.5000000000000000000000000000000000000000e-01 2.0312500000000000000000000000000000000000e-01 2.6038528732053118699134293420149703635058e-10 1 2 22 1 7 157
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 4.7934594767304200120272759451086143927711e-167 0 2 0 0 2 0
7.5000000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 3.2235578084546937983560777729987248396704e-09 1 4 74 1 5 51
7.5000000000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -4.5301095956524375073303101238203407369332e-10 1 4 75 1 5 50
8.1250000000000000000000000000000000000000e-01 2.1875000000000000000000000000000000000000e-01 -4.4931180890312241210238790496429156506863e-09 1 4 79 1 5 46
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.7335165685736784081447257981926857802670e-165 0 2 0 0 2 1
8.1250000000000000000000000000000000000000e-01 2.1875000000000000000000000000000000000000e-01 9.6725706713600314553086909822969541306037e-09 1 4 80 1 5 45
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.3877426604389185101380541739569166191853e-166 0 2 1 0 2 0
8.1250000000000000000000000000000000000000e-01 2.1875000000000000000000000000000000000000e-01 4.4144146780171126030351680521665591605540e-08 1 4 81 1 5 44
8.1250000000000000000000000000000000000000e-01 2.1875000000000000000000000000000000000000e-01 1.0691010632399157121677416416947320465525e-08 1 4 82 1 5 43
8.2812500000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -3.1349576545155353027217522848563852067016e-09 1 7 639 1 2 10
8.7500000000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 1.8722587637874922755511835969566628024019e-09 1 4 85 1 5 40
8.2812500000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -1.7627585401050977746459562600861784020800e-09 1 7 640 1 2 9
8.7500000000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 -4.3406190130432460540403873030124853871214e-09 1 4 86 1 5 39
8.7500000000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 -9.4380612886084701772394423458130419124501e-09 1 4 87 1 5 38
8.7500000000000000000000000000000000000000e-01 1.8750000000000000000000000000000000000000e-01 2.0805275075417586747612605187137150772325e-10 1 4 88 1 5 37
7.8125000000000000000000000000000000000000e-01 2.0312500000000000000000000000000000000000e-01 4.9050780251917764207391610745394999737456e-10 1 4 71 1 6 82
8.3593750000000000000000000000000000000000e-01 2.5000000000000000000000000000000000000000e-01 -8.8665605828887706437980907074537968715067e-10 1 7 643 0 2 10
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.5197471591802386739546668973020857876417e-165 0 2 0 0 2 2
