# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
0.875 0.515625 -2.0570503505860963340797154452407879965392e-08 1 3 46 1 5 95
7.9687500000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.8036731036530678679762830477644776350221e-10 1 7 613 1 3 28
7.9687500000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.1075385627385902699647280280037227664924e-10 1 7 614 1 3 27
7.9687500000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.6634875181423107358450672450768045851355e-10 1 7 616 1 3 25
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.3359235953560519672125794607962085091658e-203 0 2 0 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 9.9302900188543970570800627980089891139272e-203 0 2 0 0 2 1
8.2031250000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 1.9960626957082518333368908390297938315605e-09 1 7 634 1 2 15
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 9.4461324236406275365440016547846706266465e-203 0 2 1 0 2 0
8.3203125000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 -7.6175828640565094350169049702663215395404e-10 1 7 635 1 2 14
8.2812500000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 1.9166350266310340877654941202845248482411e-09 1 7 637 0 2 16
8.2812500000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 -1.4277838043524167372192005770015037213749e-09 1 7 638 0 2 15
8.2812500000000000000000000000000000000000e-01 6.2500000000000000000000000000000000000000e-01 2.1271017645774560117337584439368286526317e-09 1 7 639 0 2 14
8.2812500000000000000000000000000000000000e-01 6.2500000000000000000000000000000000000000e-01 -2.8005608585068809882217396831657982986252e-10 1 7 640 0 2 13
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.9239508932480031864385342643378351962909e-202 0 2 0 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.8485222820372790070894202145625181514668e-201 0 2 1 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.8432961330278603908129257047824223517657e-202 0 2 2 0 2 0
8.4765625000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 -1.8301651537742991486723312542561408963748e-10 1 7 647 0 2 6
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1108626210141594403164155623324293590947e-202 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.3271523857478181297100137244585537152767e-201 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.3441602159212681736442596338052462103222e-201 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.0398047504195193083185515909370875045172e-202 0 2 3 0 2 0
7.5000000000000000000000000000000000000000e-01 5.3125000000000000000000000000000000000000e-01 -2.1741526049831346733888667670085313374240e-10 1 4 75 1 6 208
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.1321275921438905828753811816288536633331e-202 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.3534493405064673611557714835109984372041e-202 0 2 1 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.7782790722582598611469235733941105341016e-201 0 2 2 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -8.2210409484209008846525048815408939815299e-202 0 2 3 0 2 1
8.1250000000000000000000000000000000000000e-01 5.3906250000000000000000000000000000000000e-01 2.5780837099667988702453793825272211626132e-10 1 4 80 1 6 203
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.0868845915094707315637878309484624538647e-202 0 2 4 0 2 0
8.1250000000000000000000000000000000000000e-01 5.1562500000000000000000000000000000000000e-01 4.6024199803401695781238888414716586838793e-10 1 4 82 1 6 201
8.7500000000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.0577769116123490204706085816616003419943e-10 1 4 88 1 6 195
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.3900424295201881704063222647851882869501e-204 0 2 0 1 2 1
1.2500000000000000000000000000000000000000e-01 3.7500000000000000000000000000000000000000e-01 1.5337577630705834384451390001348885920832e-166 0 2 0 0 2 5
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0563738243363730138779775482392270679371e-201 0 2 1 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.6060278302298816548710503560170416478293e-201 0 2 2 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.5692925596307312187291474454076174420689e-201 0 2 3 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.0662316917981714522626610013998417261318e-201 0 2 4 0 2 1
3.7500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 2.7047723445080116415547994117186510480929e-89 0 2 5 0 2 0
