# Center_x Center_y Value Xtype1 j1 k1 Xtype2 j2 k2
0.46875 0.453125 -4.3281162033167663366142303047151389250313e-10 1 4 41 1 5 84
4.6875000000000000000000000000000000000000e-01 4.5312500000000000000000000000000000000000e-01 -1.3377572954090552743547338108097942421804e-09 1 4 42 1 5 83
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -2.1750990912663830232305405225053091438051e-75 0 2 0 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.6181614938206852243544359166003316984180e-74 0 2 0 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.6181614938206856170819131404184559460798e-74 0 2 1 0 2 0
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.1350111946865774819685965443115194214475e-74 0 2 0 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.1726308451635733729558270901188170463630e-73 0 2 1 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -3.1350111946865790528785054395840164120945e-74 0 2 2 0 2 0
4.7656250000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.6904982680637862983316424175036108562553e-10 1 7 367 1 3 25
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.8096309288160744948129374657115332752923e-74 0 2 0 0 2 3
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.9941195535754261133561267257718787616646e-73 0 2 1 0 2 2
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 3.9941195535754254849921631676628799654058e-73 0 2 2 0 2 1
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.8096309288160733166305057942571605323070e-74 0 2 3 0 2 0
5.2734375000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 -2.7030730781062091989559020426296329087101e-10 1 7 401 1 3 27
5.2343750000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.7382566237881859574936809290091055402172e-10 1 7 403 1 3 25
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.8439022796928823327782321354636115057324e-74 0 2 0 0 2 4
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4318376450633008113014046478812350347645e-73 0 2 1 0 2 3
5.0000000000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 5.5187107972758271756526160989244494947670e-09 1 7 385 1 2 15
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -6.4376615495722278905705139260444419472817e-73 0 2 2 0 2 2
5.0000000000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 6.2072288050146171395165337278669766274408e-10 1 7 386 1 2 14
4.5312500000000000000000000000000000000000e-01 4.6875000000000000000000000000000000000000e-01 -1.3377572952821612188957303238323083560690e-09 1 5 83 1 4 42
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 -1.4318376450632998687554593107177368403763e-73 0 2 3 0 2 1
4.5312500000000000000000000000000000000000e-01 4.6875000000000000000000000000000000000000e-01 -4.3281162082218227749739186169090649630720e-10 1 5 84 1 4 41
5.0000000000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 6.9231364873738415743002685360575100548264e-10 1 7 387 1 2 13
1.2500000000000000000000000000000000000000e-01 1.2500000000000000000000000000000000000000e-01 1.8439022796928803691408460163729902674236e-74 0 2 4 0 2 0
5.0000000000000000000000000000000000000000e-01 5.0000000000000000000000000000000000000000e-01 2.2690075723763227430816223173341839025596e-09 1 7 388 0 2 16
